학년도, 학기, 조직분류, 교과목명, 교과목번호, 분반, 요일, 시작교시, 종료교시, 건물, 호실, 시간, 교수자
2020, CMN17.10, CMN12.03, 신경과학Ⅰ(이), SE374a, 1, CMN44.1, UCS05.05, UCS05.07,E7,242,월요일10:30~12:00, 서병창 
2020, CMN17.10, CMN12.03, 신경과학Ⅰ(이), SE374a, 1, CMN44.4, UCS05.05, UCS05.07,E7,242,목요일10:30~12:00, 서병창 
2020, CMN17.10, CMN12.03, 고급 양자역학II(이), EM725, 1, CMN44.2, UCS05.05, UCS05.07,E2,424,화요일10:30~12:00, 이재동 
2020, CMN17.10, CMN12.03, 고급 양자역학II(이), EM725, 1, CMN44.4, UCS05.05, UCS05.07,E2,424,목요일10:30~12:00, 이재동 
2020, CMN17.10, CMN12.03, 광화학(이), EM667, 1, CMN44.2, UCS05.05, UCS05.07,E2,525,화요일10:30~12:00, 박진희 
2020, CMN17.10, CMN12.03, 광화학(이), EM667, 1, CMN44.4, UCS05.05, UCS05.07,E2,525,목요일10:30~12:00, 박진희 
2020, CMN17.10, CMN12.03, 생유기화학(이), EM658, 1, CMN44.2, UCS05.14, UCS05.16,E2,524,화요일15:00~16:30, 홍선기 
2020, CMN17.10, CMN12.03, 생유기화학(이), EM658, 1, CMN44.4, UCS05.14, UCS05.16,E2,524,목요일15:00~16:30, 홍선기 
2020, CMN17.10, CMN12.03, EE: 통신의 기초(이공), IC530, 1, CMN44.2, UCS05.14, UCS05.16,E3,112,화요일15:00~16:30, 최지웅 
2020, CMN17.10, CMN12.03, EE: 통신의 기초(이공), IC530, 1, CMN44.4, UCS05.14, UCS05.16,E3,112,목요일15:00~16:30, 최지웅 
2020, CMN17.10, CMN12.03, EE: 반도체 공정 개론 (이공), IC582, 1, CMN44.1, UCS05.05, UCS05.07,E3,626,월요일10:30~12:00, 장재은 
2020, CMN17.10, CMN12.03, EE: 반도체 공정 개론 (이공), IC582, 1, CMN44.1, UCS05.10, UCS05.12,E3,626,월요일13:00~14:30, 장재은 
2020, CMN17.10, CMN12.03, EE: 선형 시스템 (이공), IC567, 1, CMN44.1, UCS05.14, UCS05.16,E3,113,월요일15:00~16:30, 김경대 
2020, CMN17.10, CMN12.03, EE: 선형 시스템 (이공), IC567, 1, CMN44.3, UCS05.14, UCS05.16,E3,113,수요일15:00~16:30, 김경대 
2020, CMN17.10, CMN12.03, EE&CSE: 컴퓨터 네트워크 (이공), IC522, 1, CMN44.2, UCS05.05, UCS05.07,E3,112,화요일10:30~12:00, 최지환 
2020, CMN17.10, CMN12.03, EE&CSE: 컴퓨터 네트워크 (이공), IC522, 1, CMN44.4, UCS05.05, UCS05.07,E3,112,목요일10:30~12:00, 최지환 
2020, CMN17.10, CMN12.03, 생체신호 측정 및 처리★ (공), RT512, 1, CMN44.1, UCS05.10, UCS05.12,E5,115,월요일13:00~14:30, 홍재성 
2020, CMN17.10, CMN12.03, 생체신호 측정 및 처리★ (공), RT512, 1, CMN44.3, UCS05.10, UCS05.12,E5,115,수요일13:00~14:30, 홍재성 
2020, CMN17.10, CMN12.03, 의용생체공학★ (공), RT514, 1, CMN44.1, UCS05.13, UCS05.15,E5,115,월요일14:30~16:00, 김소희 
2020, CMN17.10, CMN12.03, 의용생체공학★ (공), RT514, 1, CMN44.3, UCS05.13, UCS05.15,E5,115,수요일14:30~16:00, 김소희 
2020, CMN17.10, CMN12.03, 의료영상학★(공), RT516, 1, CMN44.2, UCS05.05, UCS05.07,E5,115,화요일10:30~12:00, 유재석 
2020, CMN17.10, CMN12.03, 의료영상학★(공), RT516, 1, CMN44.4, UCS05.05, UCS05.07,E5,115,목요일10:30~12:00, 유재석 
2020, CMN17.10, CMN12.03, 광공학 (공), RT518, 1, CMN44.2, UCS05.02, UCS05.04,E5,116,화요일9:00~10:30, 송철 
2020, CMN17.10, CMN12.03, 광공학 (공), RT518, 1, CMN44.4, UCS05.02, UCS05.04,E5,116,목요일9:00~10:30, 송철 
2020, CMN17.10, CMN12.03, 마이크로/나노공학(공), RT618, 1, CMN44.1, UCS05.10, UCS05.12,E5,425,월요일13:00~14:30, 최홍수 
2020, CMN17.10, CMN12.03, 마이크로/나노공학(공), RT618, 1, CMN44.3, UCS05.10, UCS05.12,E5,425,수요일13:00~14:30, 최홍수 
2020, CMN17.10, CMN12.03, 선형 시스템 제어(공), RT521, 1, CMN44.2, UCS05.05, UCS05.07,E5,116,화요일10:30~12:00, 장평훈 
2020, CMN17.10, CMN12.03, 선형 시스템 제어(공), RT521, 1, CMN44.4, UCS05.05, UCS05.07,E5,116,목요일10:30~12:00, 장평훈 
2020, CMN17.10, CMN12.03, 과학적 사고와 논문작성법(이공), RT530, 1, CMN44.2, UCS05.13, UCS05.15,E5,114,화요일14:30~16:00, 장평훈 
2020, CMN17.10, CMN12.03, 과학적 사고와 논문작성법(이공), RT530, 1, CMN44.4, UCS05.13, UCS05.15,E5,114,목요일14:30~16:00, 장평훈 
2020, CMN17.10, CMN12.03, 고급 광전자공학(이공), ES748, 1, CMN44.1, UCS05.11, UCS05.13,E6,626,월요일13:30~15:00, 이윤구 
2020, CMN17.10, CMN12.03, 고급 광전자공학(이공), ES748, 1, CMN44.3, UCS05.17, UCS05.19,E6,626,수요일16:30~18:00, 이윤구 
2020, CMN17.10, CMN12.03, 분석개론(이공), ES621, 1, CMN44.1, UCS05.05, UCS05.07,E6,626,월요일10:30~12:00, 이종수 
2020, CMN17.10, CMN12.03, 분석개론(이공), ES621, 1, CMN44.3, UCS05.05, UCS05.07,E6,626,수요일10:30~12:00, 이종수 
2020, CMN17.10, CMN12.03, 뇌과학 개론(이), BS605, 1, CMN44.2, UCS05.03, UCS05.06,E4,114,화요일9:30~11:30, 김은경 문제일 유성운 고재원 서병창 김규형 엄지원 이성배 오용석 이효상 최한경 전현애 유우경 서진수 백명인 
2020, CMN17.10, CMN12.03, 뇌과학 개론(이), BS605, 1, CMN44.4, UCS05.03, UCS05.06,E4,114,목요일9:30~11:30, 김은경 문제일 유성운 고재원 서병창 김규형 엄지원 이성배 오용석 이효상 최한경 전현애 유우경 서진수 백명인 
2020, CMN17.10, CMN12.03, 뇌과학 방법론(이), BS607, 1, CMN44.1, UCS05.03, UCS05.06,E4,114,월요일9:30~11:30, 오용석 장익수 문제일 유성운 김은경 고재원 이성배 이효상 최한경 전현애 유우경 서진수 백명인 
2020, CMN17.10, CMN12.03, 뇌과학 방법론(이), BS607, 1, CMN44.3, UCS05.03, UCS05.06,E4,114,수요일9:30~11:30, 오용석 장익수 문제일 유성운 김은경 고재원 이성배 이효상 최한경 전현애 유우경 서진수 백명인 
2020, CMN17.10, CMN12.03, 시냅스 생물학 동향(이), BS732, 1, CMN44.4, UCS05.14, UCS05.19,E4,515,목요일15:00~18:00, 고재원 
2020, CMN17.10, CMN12.03, 노화의 생물학(이), NB520, 1, CMN44.1, UCS05.14, UCS05.16,E4,114,월요일15:00~16:30, 이영삼 우혜련 
2020, CMN17.10, CMN12.03, 노화의 생물학(이), NB520, 1, CMN44.3, UCS05.14, UCS05.16,E4,114,수요일15:00~16:30, 이영삼 우혜련 
2020, CMN17.10, CMN12.03, 고급 유전체학(이), NB523, 1, CMN44.1, UCS05.11, UCS05.13,E4,606,월요일13:30~15:00, 임평옥 이재민 
2020, CMN17.10, CMN12.03, 고급 유전체학(이), NB523, 1, CMN44.3, UCS05.11, UCS05.13,E4,606,수요일13:30~15:00, 임평옥 이재민 
2020, CMN17.10, CMN12.03, 생물정보학(이), NB536, 1, CMN44.1, UCS05.05, UCS05.07,E4,606,월요일10:30~12:00, 김종경 
2020, CMN17.10, CMN12.03, 생물정보학(이), NB536, 1, CMN44.3, UCS05.05, UCS05.07,E4,606,수요일10:30~12:00, 김종경 
2020, CMN17.10, CMN12.03, 최신 바이오기술(이), NB541, 1, CMN44.2, UCS05.14, UCS05.16,E4,606,화요일15:00~16:30, 김민석 
2020, CMN17.10, CMN12.03, 최신 바이오기술(이), NB541, 1, CMN44.4, UCS05.14, UCS05.16,E4,606,목요일15:00~16:30, 김민석 
2020, CMN17.10, CMN12.03, 단백질 항상성과 질병(이), NB547, 1, CMN44.1, UCS05.21, UCS05.26,E4,606,월요일18:30~21:30, 이병훈 
2020, CMN17.10, CMN12.03, 대사생리학(이), NB548, 1, CMN44.1, UCS05.05, UCS05.07,E4,113,월요일10:30~12:00, 이재민 이영삼 
2020, CMN17.10, CMN12.03, 대사생리학(이), NB548, 1, CMN44.3, UCS05.05, UCS05.07,E4,113,수요일10:30~12:00, 이재민 이영삼 
2020, CMN17.10, CMN12.03, 바이오광학 개론(이), NB549, 1, CMN44.5, UCS05.10, UCS05.15,E6,621,금요일13:00~16:00, 이종찬 
2020, CMN17.10, CMN12.03, 생분광학(이), NB552, 1, CMN44.2, UCS05.11, UCS05.13,E6,621,화요일13:30~15:00, 김진해 
2020, CMN17.10, CMN12.03, 생분광학(이), NB552, 1, CMN44.4, UCS05.11, UCS05.13,E6,621,목요일13:30~15:00, 김진해 
2020, CMN17.10, CMN12.03, 의학생물학(이), NB605, 1, CMN44.1, UCS05.14, UCS05.16,E4,606,월요일15:00~16:30, 예경무 
2020, CMN17.10, CMN12.03, 의학생물학(이), NB605, 1, CMN44.3, UCS05.14, UCS05.16,E4,606,수요일15:00~16:30, 예경무 
2020, CMN17.10, CMN12.03, 단백체 실험(이), NB598, 1, CMN44.2, UCS05.22, UCS05.27,E6,622,화요일19:00~22:00, 김민식 
2020, CMN17.10, CMN12.03, 생명과학도를 위한 주요 질환 소개(이공), NB607, 1, CMN44.2, UCS05.14, UCS05.16,E4,114,화요일15:00~16:30, 정영태 
2020, CMN17.10, CMN12.03, 생명과학도를 위한 주요 질환 소개(이공), NB607, 1, CMN44.4, UCS05.14, UCS05.16,E4,114,목요일15:00~16:30, 정영태 
2020, CMN17.10, CMN12.03, 고급 세포 생물학(이), NB513, 1, CMN44.2, UCS05.05, UCS05.07,E4,606,화요일10:30~12:00, 우혜련 임평옥 
2020, CMN17.10, CMN12.03, 고급 세포 생물학(이), NB513, 1, CMN44.4, UCS05.05, UCS05.07,E4,606,목요일10:30~12:00, 우혜련 임평옥 
2020, CMN17.10, CMN12.03, 구조생물학(이), CR536, 1, CMN44.1, UCS05.10, UCS05.15,E4,227,월요일13:00~16:00, 이창훈 유우경 김진해 이영삼 
2020, CMN17.10, CMN12.03, 구조생물학(이), CR536, 1, CMN44.3, UCS05.10, UCS05.15,E4,227,수요일13:00~16:00, 이창훈 유우경 김진해 이영삼 
2020, CMN17.10, CMN12.03, 비교역사학 , HL101a, 1, CMN44.1, UCS05.13, UCS05.15,E7,L21,월요일14:30~16:00, 김대륜 
2020, CMN17.10, CMN12.03, 비교역사학 , HL101a, 1, CMN44.4, UCS05.05, UCS05.07,E7,L21,목요일10:30~12:00, 김대륜 
2020, CMN17.10, CMN12.03, 비교역사학 , HL101a, 2, CMN44.1, UCS05.05, UCS05.07,E7,L21,월요일10:30~12:00, 김대륜 
2020, CMN17.10, CMN12.03, 비교역사학 , HL101a, 2, CMN44.4, UCS05.13, UCS05.15,E7,L21,목요일14:30~16:00, 김대륜 
2020, CMN17.10, CMN12.03, 쓰기·읽기·말하기 , HL111a, 1, CMN44.1, UCS05.10, UCS05.12,E7,L20,월요일13:00~14:30, 임태훈 
2020, CMN17.10, CMN12.03, 쓰기·읽기·말하기 , HL111a, 1, CMN44.3, UCS05.10, UCS05.12,E7,L20,수요일13:00~14:30, 임태훈 
2020, CMN17.10, CMN12.03, 쓰기·읽기·말하기 , HL111a, 2, CMN44.1, UCS05.13, UCS05.15,E7,L22,월요일14:30~16:00, 임태훈 
2020, CMN17.10, CMN12.03, 쓰기·읽기·말하기 , HL111a, 2, CMN44.4, UCS05.17, UCS05.19,E7,L22,목요일16:30~18:00, 임태훈 
2020, CMN17.10, CMN12.03, 쓰기·읽기·말하기 , HL111a, 3, CMN44.1, UCS05.16, UCS05.18,E7,G02,월요일16:00~17:30, 임태훈 
2020, CMN17.10, CMN12.03, 쓰기·읽기·말하기 , HL111a, 3, CMN44.2, UCS05.11, UCS05.13,E7,G02,화요일13:30~15:00, 임태훈 
2020, CMN17.10, CMN12.03, 쓰기·읽기·말하기 , HL111a, 4, CMN44.1, UCS05.05, UCS05.07,E7,224,월요일10:30~12:00, 임태훈 
2020, CMN17.10, CMN12.03, 쓰기·읽기·말하기 , HL111a, 4, CMN44.4, UCS05.13, UCS05.15,E7,224,목요일14:30~16:00, 임태훈 
2020, CMN17.10, CMN12.03, 동서양 철학의 통시적 이해, HL204a, 1, CMN44.3, UCS05.02, UCS05.04,E7,L21,수요일9:00~10:30, 김남두 
2020, CMN17.10, CMN12.03, 동서양 철학의 통시적 이해, HL204a, 1, CMN44.5, UCS05.10, UCS05.12,E7,L21,금요일13:00~14:30, 김남두 
2020, CMN17.10, CMN12.03, 동서양 철학의 통시적 이해, HL204a, 2, CMN44.3, UCS05.05, UCS05.07,E7,224,수요일10:30~12:00, 김남두 
2020, CMN17.10, CMN12.03, 동서양 철학의 통시적 이해, HL204a, 2, CMN44.4, UCS05.02, UCS05.04,E7,224,목요일9:00~10:30, 김남두 
2020, CMN17.10, CMN12.03, 동서양문학의이해, HL323, 1, CMN44.4, UCS05.12, UCS05.17,E7,L31,목요일14:00~17:00, 이지용 
2020, CMN17.10, CMN12.03, 소설의이해 , HL324, 1, CMN44.4, UCS05.03, UCS05.08,E7,235,목요일9:30~12:30, 이지용 
2020, CMN17.10, CMN12.03, 비판적 사고와 글쓰기 , HL331a, 1, CMN44.1, UCS05.22, UCS05.27,E7,G01,월요일19:00~22:00, 김필남 
2020, CMN17.10, CMN12.03, 법과 사회, HL322, 1, CMN44.3, UCS05.13, UCS05.15,E7,L31,수요일14:30~16:00, 윤형열 
2020, CMN17.10, CMN12.03, 법과 사회, HL322, 1, CMN44.4, UCS05.05, UCS05.07,E7,L31,목요일10:30~12:00, 윤형열 
2020, CMN17.10, CMN12.03, 인문사회과학특강: 역사와 영화, HL330, 1, CMN44.4, UCS05.22, UCS05.27,E7,G01,목요일19:00~22:00, 김대륜 
2020, CMN17.10, CMN12.03, 인문학특강: 영문학의 숲을 거닐다, HL344, 1, CMN44.3, UCS05.20, UCS05.25,E7,G01,수요일18:00~21:00, 최재헌 
2020, CMN17.10, CMN12.03, 비교정치학, HL336, 1, CMN44.1, UCS05.05, UCS05.07,E7,G02,월요일10:30~12:00, 윤지성 
2020, CMN17.10, CMN12.03, 비교정치학, HL336, 1, CMN44.3, UCS05.05, UCS05.07,E7,G02,수요일10:30~12:00, 윤지성 
2020, CMN17.10, CMN12.03, 한국사회의 이해, HL346, 1, CMN44.2, UCS05.13, UCS05.18,E7,L20,화요일14:30~17:30, 이종구 
2020, CMN17.10, CMN12.03, 경제학 입문, HL326, 1, CMN44.2, UCS05.13, UCS05.18,E7,L31,화요일14:30~17:30, 김완진 
2020, CMN17.10, CMN12.03, 현대사회와 커뮤니케이션, HL341, 1, CMN44.4, UCS05.14, UCS05.19,E7,235,목요일15:00~18:00, 김학수 
2020, CMN17.10, CMN12.03, 고전의 산책, HL348, 1, CMN44.1, UCS05.22, UCS05.27,E7,L21,월요일19:00~22:00, 김대륜 이정아 이준석 임태훈 윤지성 
2020, CMN17.10, CMN12.03, English for Literature , HL339, 1, CMN44.2, UCS05.22, UCS05.27,E7,G01,화요일19:00~22:00, 이정아 
2020, CMN17.10, CMN12.03, 과학기술과 현대사회, HL327, 1, CMN44.3, UCS05.22, UCS05.27,E7,L21,수요일19:00~22:00, 이준석 
2020, CMN17.10, CMN12.03, 과학기술사의 주요 장면, HL328, 1, CMN44.2, UCS05.22, UCS05.27,E7,L21,화요일19:00~22:00, 이준석 
2020, CMN17.10, CMN12.03, 과학철학의 쟁점, HL329, 1, CMN44.4, UCS05.22, UCS05.27,E7,L21,목요일19:00~22:00, 이준석 
2020, CMN17.10, CMN12.03, 산업과 법, HL352, 1, CMN44.3, UCS05.10, UCS05.15,E7,235,수요일13:00~16:00, 이정재 
2020, CMN17.10, CMN12.03, 사회학의 이해, HL349, 1, CMN44.3, UCS05.02, UCS05.07,E7,L20,수요일9:00~12:00, 이종구 
2020, CMN17.10, CMN12.03, 게임이론, HL353, 1, CMN44.3, UCS05.02, UCS05.07,E7,235,수요일9:00~12:00, 김완진 
2020, CMN17.10, CMN12.03, 경영학원론, HL350, 1, CMN44.4, UCS05.13, UCS05.18,E7,L20,목요일14:30~17:30, 김재일 
2020, CMN17.10, CMN12.03, 하이테크 마케팅, HL351, 1, CMN44.5, UCS05.02, UCS05.07,E7,L20,금요일9:00~12:00, 김재일 
2020, CMN17.10, CMN12.03, 기업가 정신과 사회적 책임, HL306a, 1, CMN44.2, UCS05.14, UCS05.19,E7,242,화요일15:00~18:00, 임진우 
2020, CMN17.10, CMN12.03, 기업가 정신과 사회적 책임, HL306a, 2, CMN44.2, UCS05.02, UCS05.07,E7,241,화요일9:00~12:00, 임진우 
2020, CMN17.10, CMN12.03, 음악I: 클래식기타, HL103, 1, CMN44.1, UCS05.16, UCS05.19,S1,304,월요일16:00~18:00, 박종호 
2020, CMN17.10, CMN12.03, 음악I: 클래식기타, HL103, 2, CMN44.1, UCS05.21, UCS05.24,S1,304,월요일18:30~20:30, 박종호 
2020, CMN17.10, CMN12.03, 음악I: 클래식기타, HL103, 3, CMN44.1, UCS05.25, UCS05.01,S1,301,월요일20:30~9:00, 박종호 
2020, CMN17.10, CMN12.03, 음악I: 바이올린, HL103, 4, CMN44.1, UCS05.16, UCS05.19,S1,305,월요일16:00~18:00, 정진희 
2020, CMN17.10, CMN12.03, 음악I: 바이올린(심화), HL103, 5, CMN44.1, UCS05.21, UCS05.24,S1,305,월요일18:30~20:30, 정진희 
2020, CMN17.10, CMN12.03, 음악I: 첼로, HL103, 6, CMN44.1, UCS05.16, UCS05.19,S1,303,월요일16:00~18:00, 정광준 
2020, CMN17.10, CMN12.03, 음악I: 앙상블, HL103, 7, CMN44.1, UCS05.21, UCS05.24,S1,301,월요일18:30~20:30, 정광준 
2020, CMN17.10, CMN12.03, 음악I: 클라리넷, HL103, 8, CMN44.1, UCS05.16, UCS05.19,S1,301,월요일16:00~18:00, 나혜수 
2020, CMN17.10, CMN12.03, 음악I: 클라리넷, HL103, 9, CMN44.1, UCS05.21, UCS05.24,S1,303,월요일18:30~20:30, 나혜수 
2020, CMN17.10, CMN12.03, 음악I: 피아노, HL103, 11, CMN44.2, UCS05.16, UCS05.19,S1,309,화요일16:00~18:00, 송재경 
2020, CMN17.10, CMN12.03, 음악I: 피아노 , HL103, 12, CMN44.2, UCS05.21, UCS05.24,S1,309,화요일18:30~20:30, 송재경 
2020, CMN17.10, CMN12.03, 음악I: 피아노 4hands 앙상블 , HL103, 13, CMN44.3, UCS05.04, UCS05.07,S1,309,수요일10:00~12:00, 송재경 
2020, CMN17.10, CMN12.03, 음악I: 바이올린, HL103, 14, CMN44.2, UCS05.21, UCS05.24,S1,303,화요일18:30~20:30, 이강원 
2020, CMN17.10, CMN12.03, 음악I: 바이올린, HL103, 15, CMN44.2, UCS05.25, UCS05.01,S1,301,화요일20:30~9:00, 이강원 
2020, CMN17.10, CMN12.03, 음악I: 합창, HL103, 16, CMN44.2, UCS05.16, UCS05.19,S1,301,화요일16:00~18:00, 김진수 
2020, CMN17.10, CMN12.03, 음악I: 합창, HL103, 17, CMN44.2, UCS05.21, UCS05.24,S1,301,화요일18:30~20:30, 김진수 
2020, CMN17.10, CMN12.03, 음악I: 보컬, HL103, 18, CMN44.2, UCS05.25, UCS05.01,S1,303,화요일20:30~9:00, 김진수 
2020, CMN17.10, CMN12.03, 체육Ⅰ: 태권도 기본과 품새, HL105, 1, CMN44.1, UCS05.17, UCS05.20,S1,111,월요일16:30~18:30, 이지훈 
2020, CMN17.10, CMN12.03, 체육Ⅰ: 태권도 기본과 품새, HL105, 2, CMN44.1, UCS05.17, UCS05.20,S1,108,월요일16:30~18:30, 유영호 
2020, CMN17.10, CMN12.03, 체육Ⅰ: 태권도 기본과 품새, HL105, 3, CMN44.1, UCS05.21, UCS05.24,S1,111,월요일18:30~20:30, 이지훈 
2020, CMN17.10, CMN12.03, 체육Ⅰ: 태권도 기본과 품새, HL105, 4, CMN44.1, UCS05.21, UCS05.24,S1,108,월요일18:30~20:30, 유영호 
2020, CMN17.10, CMN12.03, 체육Ⅰ: 태권도 기본과 품새, HL105, 5, CMN44.4, UCS05.17, UCS05.20,S1,108,목요일16:30~18:30, 이지훈 
2020, CMN17.10, CMN12.03, 체육Ⅰ: 태권도 기본과 품새, HL105, 6, CMN44.4, UCS05.17, UCS05.20,S1,111,목요일16:30~18:30, 김상명 
2020, CMN17.10, CMN12.03, 체육Ⅰ: 태권도 기본과 품새, HL105, 7, CMN44.4, UCS05.21, UCS05.24,S1,108,목요일18:30~20:30, 이지훈 
2020, CMN17.10, CMN12.03, 체육Ⅰ: 태권도 기본과 품새, HL105, 8, CMN44.4, UCS05.21, UCS05.24,S1,111,목요일18:30~20:30, 김상명 
2020, CMN17.10, CMN12.03, Communication Skills, HL107, 1, CMN44.2, UCS05.16, UCS05.19,E7,L28,화요일16:00~18:00, Anna 
2020, CMN17.10, CMN12.03, Communication Skills, HL107, 2, CMN44.3, UCS05.10, UCS05.13,E7,L28,수요일13:00~15:00, Anna 
2020, CMN17.10, CMN12.03, Communication Skills, HL107, 3, CMN44.3, UCS05.14, UCS05.17,E7,L28,수요일15:00~17:00, Philip 
2020, CMN17.10, CMN12.03, Communication Skills, HL107, 4, CMN44.3, UCS05.10, UCS05.13,E7,L27,수요일13:00~15:00, Philip 
2020, CMN17.10, CMN12.03, Communication Skills, HL107, 5, CMN44.3, UCS05.14, UCS05.17,E7,L27,수요일15:00~17:00, Aaron 
2020, CMN17.10, CMN12.03, Communication Skills, HL107, 6, CMN44.2, UCS05.16, UCS05.19,E7,L27,화요일16:00~18:00, Aaron 
2020, CMN17.10, CMN12.03, Communication Skills, HL107, 7, CMN44.5, UCS05.10, UCS05.13,E7,L27,금요일13:00~15:00, Aaron 
2020, CMN17.10, CMN12.03, Communication Skills, HL107, 8, CMN44.4, UCS05.12, UCS05.15,E7,L28,목요일14:00~16:00, 미정5 
2020, CMN17.10, CMN12.03, Communication Skills, HL107, 9, CMN44.1, UCS05.04, UCS05.07,E7,L27,월요일10:00~12:00, 미정5 
2020, CMN17.10, CMN12.03, English for Science Leaders I, HL203, 1, CMN44.1, UCS05.10, UCS05.13,E7,L28,월요일13:00~15:00, Anna 
2020, CMN17.10, CMN12.03, English for Science Leaders I, HL203, 2, CMN44.5, UCS05.13, UCS05.16,E7,L28,금요일14:30~16:30, Anna 
2020, CMN17.10, CMN12.03, English for Science Leaders I, HL203, 3, CMN44.2, UCS05.04, UCS05.07,E7,235,화요일10:00~12:00, Anna 
2020, CMN17.10, CMN12.03, English for Science Leaders I, HL203, 4, CMN44.4, UCS05.16, UCS05.19,E7,L28,목요일16:00~18:00, Philip 
2020, CMN17.10, CMN12.03, English for Science Leaders I, HL203, 5, CMN44.2, UCS05.04, UCS05.07,E7,L27,화요일10:00~12:00, Philip 
2020, CMN17.10, CMN12.03, English for Science Leaders I, HL203, 6, CMN44.1, UCS05.10, UCS05.13,E7,L27,월요일13:00~15:00, Philip 
2020, CMN17.10, CMN12.03, English for Science Leaders I, HL203, 7, CMN44.5, UCS05.12, UCS05.15,E7,235,금요일14:00~16:00, Philip 
2020, CMN17.10, CMN12.03, English for Science Leaders I, HL203, 8, CMN44.4, UCS05.12, UCS05.15,E7,L27,목요일14:00~16:00, Aaron 
2020, CMN17.10, CMN12.03, English for Science Leaders I, HL203, 9, CMN44.2, UCS05.04, UCS05.07,E7,L28,화요일10:00~12:00, Aaron 
2020, CMN17.10, CMN12.03, Scientific Writing, HL301, 1, CMN44.5, UCS05.14, UCS05.17,E7,L27,금요일15:00~17:00, 이정아 
2020, CMN17.10, CMN12.03, Scientific Writing, HL301, 2, CMN44.5, UCS05.04, UCS05.07,E7,L27,금요일10:00~12:00, Anna 
2020, CMN17.10, CMN12.03, Scientific Writing, HL301, 3, CMN44.4, UCS05.16, UCS05.19,E7,L27,목요일16:00~18:00, Aaron 
2020, CMN17.10, CMN12.03, 융합탐구세미나 : Principles & Applications of Bioelectromagnetics, HL270a, 1, CMN44.1, UCS05.10, UCS05.13,E2,215,월요일13:00~15:00, Ogan 
2020, CMN17.10, CMN12.03, 리더십Ⅰ, HL205, 1, CMN44.1, UCS05.16, UCS05.19,E7,233,월요일16:00~18:00, 윤지성 
2020, CMN17.10, CMN12.03, 리더십Ⅰ, HL205, 2, CMN44.3, UCS05.16, UCS05.19,E7,233,수요일16:00~18:00, 윤지성 
2020, CMN17.10, CMN12.03, 글로벌리더십Ⅰ, HL304, 1, CMN44.5, UCS05.04, UCS05.07,E7,G02,금요일10:00~12:00, 김학수 
2020, CMN17.10, CMN12.03, 기술벤처Ⅰ, HL479, 1, CMN44.5, UCS05.12, UCS05.17,E7,223,금요일14:00~17:00, 임진우 
